npi,provider_name,entity_type,taxonomy_description,city,state
1841271459,"WEST VIRGINIA UNIVERSITY HOSPITALS, INC",NPI-2,Clinical Medical Laboratory,MORGANTOWN,WV
1215982913,"BYRAM HEALTHCARE CENTERS, INC.",NPI-2,Durable Medical Equipment & Medical Supplies,PORTLAND,OR
1548293343,DANBURY HOSPITAL,NPI-2,General Practice,DANBURY,CT
1205923802,"CANDLER ROAD DENTAL, PC",NPI-2,"Dentist, Endodontics",DECATUR,GA
1659424448,HAMPTON NEWPORT NEWS COMMUNITY SERVICES BOARD,NPI-2,Community/Behavioral Health,HAMPTON,VA
1275907826,NEW CONCEPTS FOR LIVING,NPI-2,"Day Training, Developmentally Disabled Services",PARAMUS,NJ
1386852416,RIVERSIDE UNIVERSITY HEALTH SYSTEMS - MEDICAL CENTER,NPI-2,General Acute Care Hospital,MORENO VALLEY,CA
1376040303,INTEGRATED LIFE CHOICES,NPI-2,"Clinic/Center, Developmental Disabilities",LITTLETON,CO
1649259797,APPLE HOMECARE MEDICAL SUPPLY LLC,NPI-2,"Durable Medical Equipment & Medical Supplies, Customized Equipment",RICHARDSON,TX
1235446725,"BEST HOME CARE, INC",NPI-2,Home Health,JERSEY CITY,NJ
1821078932,GATEWAY HEALTHCARE INC,NPI-2,"Day Training, Developmentally Disabled Services",PAWTUCKET,RI
1184794257,HARTFORD DISPENSARY,NPI-2,"Clinic/Center, Methadone Clinic",HARTFORD,CT
1699701383,ACCESS COMMUNITY HEALTH NETWORK,NPI-2,"Clinic/Center, Federally Qualified Health Center (FQHC)",CHICAGO,IL
1881692390,COUNTY OF SHASTA,NPI-2,Community/Behavioral Health,REDDING,CA
1831264290,"REM CENTRAL LAKES, INC.",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",SARTELL,MN
1003961426,"COTTAGE HOMECARE, SERVICES, INC",NPI-2,Home Health,HICKSVILLE,NY
1780600577,MARY IMOGENE BASSETT HOSPITAL,NPI-2,"General Acute Care Hospital, Rural",COOPERSTOWN,NY
1821232802,ALPHA ONE,NPI-2,Case Management,SOUTH PORTLAND,ME
1427005008,"EMERGENCY COVERAGE, LLC",NPI-2,Emergency Medicine,NEWPORT,TN
1417011263,"REM WOODVALE, INC.",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",OWATONNA,MN
1346380870,THE BROOKDALE HOSPITAL MEDICAL CENTER,NPI-2,General Acute Care Hospital,BROOKLYN,NY
1326486861,"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.",NPI-2,"Clinic/Center, Federally Qualified Health Center (FQHC)",CHULA VISTA,CA
1225067481,"NORTHEAST HEALTH SERVICES, LLC",NPI-2,"Clinic/Center, Mental Health (Including Community Mental Health Center)",TAUNTON,MA
1649209230,PUBLIC HOSPITAL DISTRICT 1 OF KING COUNTY,NPI-2,General Acute Care Hospital,RENTON,WA
1922043744,UNIVERSITY OF WISCONSIN HOSPITALS AND CLINICS AUTHORITY,NPI-2,General Acute Care Hospital,MADISON,WI
1619348067,EMEREST HEALTH CDS OF MISSOURI,NPI-2,"Technician, Personal Care Attendant",OLIVETTE,MO
1548393143,INDEPENDENT LIVING RESOURCE CENTER,NPI-2,Case Management,WICHITA,KS
1598829350,"JWCH INSTITUTE, INC.",NPI-2,Case Manager/Care Coordinator,LOS ANGELES,CA
1932652815,"MARICOPA AMBULANCE, LLC",NPI-2,"Ambulance, Land Transport",PHOENIX,AZ
1467469023,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NPI-2,Internal Medicine,BROOKLYN,NY
1811928328,THE ARC OF IBERIA,NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",NEW IBERIA,LA
1639483316,"ON CALL CARE SERVICES, INC",NPI-2,In Home Supportive Care,RAYTOWN,MO
1598042475,"BAYADA HOME HEALTH CARE, INC.",NPI-2,Home Health,BLAIRSVILLE,PA
1003991506,"SAN LUIS WALK-IN CLINIC, INC.",NPI-2,"Clinic/Center, Multi-Specialty",SOMERTON,AZ
1376757914,TOPEKA INDEPENDENT LIVING RESOURCE CENTER,NPI-2,Voluntary or Charitable,TOPEKA,KS
1366785248,CASLEO LLC,NPI-2,Home Delivered Meals,COLUMBUS,OH
1306532767,"ARISA HEALTH, INC.",NPI-2,Community/Behavioral Health,JONESBORO,AR
1649574013,"THE PROMPTCARE COMPANIES, INC.",NPI-2,Durable Medical Equipment & Medical Supplies,KING OF PRUSSIA,PA
1538264429,"EL CENTRO DEL BARRIO, INC.",NPI-2,"Clinic/Center, Federally Qualified Health Center (FQHC)",SAN ANTONIO,TX
1114227345,"NHS NORTHSTAR, INC.",NPI-2,Community/Behavioral Health,CHISHOLM,MN
1366048019,INSPIRE DIAGNOSTICS LLC,NPI-2,Clinical Medical Laboratory,LAKE FOREST,CA
1114508850,"SPECIAL PEOPLE IN NORTHEAST, INC.",NPI-2,"Clinic/Center, Community Health",PHILADELPHIA,PA
1437702016,"COASTAL COMMUNITY CARE, LLC",NPI-2,Community/Behavioral Health,LEWISTON,ME
1326060492,YORK HOSPITAL,NPI-2,"Clinic/Center, Ambulatory Surgical",YORK,PA
1548685910,"MGA HEALTHCARE TEXAS, LLC",NPI-2,"Day Training, Developmentally Disabled Services",AUSTIN,TX
1851454011,"PERMANENTE MEDICAL GROUP, INC.",NPI-2,Clinical Medical Laboratory,RICHMOND,CA
1477953933,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC",NPI-2,"Clinic/Center, Federally Qualified Health Center (FQHC)",SAN DIEGO,CA
1376539130,LOMPOC VALLEY MEDICAL CENTER,NPI-2,Skilled Nursing Facility,LOMPOC,CA
1225776941,BEAUTIFUL PALACE SOCIAL AD DAYCARE INC.,NPI-2,"Clinic/Center, Adult Day Care",FLUSHING,NY
1821112632,DAY SPRING INC.,NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",LOUISVILLE,KY
1265772305,"ASSOCIATION FOR THE MULTIPLE IMPAIRED BLIND, INC.",NPI-2,"Day Training, Developmentally Disabled Services",BRICK,NJ
1518179407,"CONSUMER CARE NETWORK, INC",NPI-2,Home Health,ANCHORAGE,AK
1790447274,FREEDOM MANAGEMENT,NPI-2,Community/Behavioral Health,RUSSELL SPRINGS,KY
1144768458,NEW SOLUTION HOME CARE INC,NPI-2,Clinic/Center,BROOKLYN,NY
1801464953,WHYBEE,NPI-2,Case Management,BROOKLYN,NY
1619344017,IRN INTERNATIONAL CORP.,NPI-2,Home Health,DENVER,CO
1639384282,GUTHRIE MAINSTREAM SERVICES LLC,NPI-2,"Day Training, Developmentally Disabled Services",MESA,AZ
1275687832,SHELTERED LIVING INC.,NPI-2,"Custodial Care Facility, Adult Care Home",TOPEKA,KS
1811526684,NEW FREEDOM OPS LLC,NPI-2,Community/Behavioral Health,PHOENIX,AZ
1780773408,GILCHRIST HOSPICE CARE INC.,NPI-2,"Hospice, Inpatient",TOWSON,MD
1679572036,PROFESSIONAL MEDICAL CORP,NPI-2,Durable Medical Equipment & Medical Supplies,SEATTLE,WA
1821610205,WINNERS CIRCLE GROUP OF TEXAS INC,NPI-2,Community/Behavioral Health,HOUSTON,TX
1922683473,KENCREST SERVICES,NPI-2,"Psychologist, Intellectual & Developmental Disabilities",BLUE BELL,PA
1073782835,"KAREN FOR KIDS, INC",NPI-2,Home Health,LANHAM,MD
1144989351,STARR'S WATCHFUL EYE,NPI-2,"Residential Treatment Facility, Intellectual and/or Developmental Disabilities",DETROIT,MI
1013763796,NEW HORIZON HOME HEALTH LLC,NPI-2,In Home Supportive Care,DAVIE,FL
1790370542,D4C OF TEXAS PLLC,NPI-2,"Clinic/Center, Dental",AUSTIN,TX
1831833169,SUNRISE NATIVE WELLNESS LLC,NPI-2,Substance Abuse Rehabilitation Facility,SCOTTSDALE,AZ
1609236801,"INFINITI HOME CARE, INC DBA CONTINENTAL HOME CARE",NPI-2,Home Health,FOREST HILLS,NY
1538120670,DANVILLE-PITTSYLVANIA COMMUNITY SERVICES,NPI-2,Public Health or Welfare,DANVILLE,VA
1487883179,ROBIN E BOGGS,NPI-2,Community/Behavioral Health,WARREN,ME
1205553369,"DUKE HEALTH INTEGRATED PRACTICE, INC.",NPI-2,General Practice,DURHAM,NC
1205906948,STATE OF MISSOURI,NPI-2,Case Management,SAINT LOUIS,MO
1477004604,"YOUTH CONSULTATION SERVICE, INC",NPI-2,In Home Supportive Care,NEWARK,NJ
1871226944,HIGH PLAINS MENTAL HEALTH CENTER,NPI-2,Community/Behavioral Health,HAYS,KS
1821274382,"MEDCARE EQUIPMENT COMPANY, LLC",NPI-2,"Durable Medical Equipment & Medical Supplies, Oxygen Equipment & Supplies",EXPORT,PA
1982715496,"MAXIM OF NEW YORK, LLC",NPI-2,Home Health,COLONIE,NY
1619279940,"PREVENTIVE MEASURE OF WASHINGTON DC, LLC",NPI-2,Community/Behavioral Health,WASHINGTON,DC
1043904485,CITY OF SAN DIEGO,NPI-2,"Ambulance, Land Transport",SAN DIEGO,CA
1255964078,BUCK JACK LLC,NPI-2,Occupational Therapist,COLORADO SPRINGS,CO
1316579634,BANYAN DELAWARE LLC,NPI-2,"Clinic/Center, Rehabilitation, Substance Use Disorder",MILFORD,DE
1457969388,BLOSSOM HOME CARE LLC,NPI-2,Home Health,ASTORIA,NY
1457997280,VILLAGE MENTORS,NPI-2,Community/Behavioral Health,MESA,AZ
1437750411,"ARISA HEALTH, INC.",NPI-2,Marriage & Family Therapist,SPRINGDALE,AR
1518004233,"JHC OPERATIONS, LLC",NPI-2,"Technician, Personal Care Attendant",MOUNT VERNON,TX
1720785884,"EMERGENCY MEDICINE SERVICES OF TN, PC",NPI-2,"Nurse Practitioner, Family",NASHVILLE,TN
1962069054,SUNNY HAVEN RESIDENTAL SERVICES,NPI-2,"Intermediate Care Facility, Intellectual Disabilities",STAUNTON,VA
1336382571,SENIOR RESOURCES OF WEST MICHIGAN,NPI-2,Case Management,MUSKEGON,MI
1366190795,"HORIZONS MENTAL HEALTH CENTER, INC",NPI-2,Community/Behavioral Health,HUTCHINSON,KS
1013133214,"CATHOLIC CHARITIES, DIOCESE OF TRENTON",NPI-2,Community/Behavioral Health,TRENTON,NJ
1497472195,THE HEALING CHAMBER LLC,NPI-2,"Counselor, Addiction (Substance Use Disorder)",PHOENIX,AZ
1285827667,KENOSHA COUNTY DEPARTMENT OF HUMAN SERVICES,NPI-2,Community/Behavioral Health,KENOSHA,WI
1598346991,GENESIS COMMUNITY LLC,NPI-2,"Clinic/Center, Mental Health (Including Community Mental Health Center)",PHOENIX,AZ
A426219100,,,,,
1538101993,LIN-MAR INC.,NPI-2,Case Management,HOBBS,NM
1902122005,WHISPERING PINES,NPI-2,In Home Supportive Care,POWERS,MI
1316554421,ESSENTIAL WELLNESS SOLUTIONS LLC,NPI-2,"Clinic/Center, Mental Health (Including Community Mental Health Center)",MESA,AZ
1811386451,"PERFECT PARTNERS, LLC",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",WEST PLAINS,MO
1275674749,AREA RESIDENTIAL CARE INC.,NPI-2,"Intermediate Care Facility, Intellectual Disabilities",DUBUQUE,IA
1750369203,COOK CHILDREN'S PHYSICIAN NETWORK,NPI-2,"Medical Genetics, Clinical Genetics (M.D.)",FORT WORTH,TX
1750024519,GIBSON LANE BEHAVIORAL HEALTH CARE LLC,NPI-2,"Clinic/Center, Mental Health (Including Community Mental Health Center)",PHOENIX,AZ
1801462320,TELECARE CORPORATION,NPI-2,Community/Behavioral Health,SAN DIEGO,CA
1558090019,NEWFOUND HOPE LLC,NPI-2,Community/Behavioral Health,TEMPE,AZ
1477688273,"GULF COAST TEACHING FAMILY SERVICES, INC.",NPI-2,In Home Supportive Care,ALEXANDRIA,LA
1750417580,FUTURE AGE INC.,NPI-2,Non-emergency Medical Transport (VAN),CLEVELAND,OH
1174106264,CENTRACARE CLINIC SOUTHWEST LLC,NPI-2,"Clinic/Center, Multi-Specialty",WILLMAR,MN
1316079916,"SEVEN HILLS FAMILY SERVICES, INCORPORATED",NPI-2,Home Health,WORCESTER,MA
1588254650,"NATIONWIDE CHILDREN'S HOSPITAL TOLEDO, LLC",NPI-2,"General Acute Care Hospital, Children",TOLEDO,OH
1962165506,"AGAPE HEALING HOUSE, LLC",NPI-2,"Clinic/Center, Mental Health (Including Community Mental Health Center)",MESA,AZ
1487874996,FAMILY SERVICE ROCHESTER,NPI-2,Case Management,ROCHESTER,MN
1578934345,"COMMUNITY INTEGRATED SERVICES, INC",NPI-2,Community/Behavioral Health,MANCHESTER,NH
1952966277,"SHOPNO 1, LLC",NPI-2,Home Health Aide,JACKSON HEIGHTS,NY
1457040925,"PAWNEE MENTAL HEALTH SERVICE, INC.",NPI-2,Community/Behavioral Health,MANHATTAN,KS
1982779203,"LIGHTHOUSE, INC.",NPI-2,"Residential Treatment Facility, Intellectual and/or Developmental Disabilities",CARO,MI
1023788031,"A BETTER YOU WELLNESS CENTER, LLC",NPI-2,Community/Behavioral Health,PHOENIX,AZ
1861567794,EXCEPTIONAL PERSONS INC,NPI-2,"Day Training, Developmentally Disabled Services",WATERLOO,IA
1265151807,SAMIA PSYCHIATRY IOP PLLC,NPI-2,Community/Behavioral Health,GILBERT,AZ
1164013959,NEW LIFE WELLNESS CENTER LLC,NPI-2,Public Health or Welfare,PHOENIX,AZ
1780123364,SARAH CARE USA,NPI-2,Nursing Care,BROOKLYN,NY
1699432963,DESERT TRANQUILITY INTEGRATED WELLNESS SERVICES LLC,NPI-2,"Clinic/Center, Mental Health (Including Community Mental Health Center)",SCOTTSDALE,AZ
1467151027,HEALING FOUNTAIN LLC,NPI-2,Community/Behavioral Health,MESA,AZ
1235772856,FREEDOM CARE MO LLC,NPI-2,In Home Supportive Care,KANSAS CITY,MO
1710585666,OPEN DOOR CENTER,NPI-2,Community/Behavioral Health,VALLEY CITY,ND
1649712712,OZARKS MEDICAL CENTER,NPI-2,"Psychiatry & Neurology, Neurology",WEST PLAINS,MO
1396390811,"GOLDEN GROUP HOME SERVICES, LLC",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",GORHAM,ME
1871206821,ADVANCED MINIMALLY INVASIVE SURGICAL,NPI-2,Community/Behavioral Health,PHOENIX,AZ
1508882259,SOUTHWEST CENTER FOR INDEPENDENT LIVING,NPI-2,Case Manager/Care Coordinator,SPRINGFIELD,MO
1255923827,RATHBURN HEALTHCARE LLC,NPI-2,Home Health,SALT LAKE CITY,UT
1164426896,UPMC CHILDREN'S HOSPITAL OF PITTSBURGH,NPI-2,Clinic/Center,PITTSBURGH,PA
1255791349,AMERICAN HEALTHCARE AFC LLC,NPI-2,Home Health,NORTHBOROUGH,MA
1720791239,MIRACLE WELLNESS CENTER LLC,NPI-2,"Clinic/Center, Mental Health (Including Community Mental Health Center)",PHOENIX,AZ
1467484972,OHIOHEALTH CORPORATION,NPI-2,General Acute Care Hospital,COLUMBUS,OH
1528129541,COLUMBUS MEDICAL SERVICES,NPI-2,Case Management,ATLANTA,GA
1437364619,"BIOS OF TENNESSEE, LLC",NPI-2,"Day Training, Developmentally Disabled Services",THOMPSONS STATION,TN
1669844189,INFINICARE INC.,NPI-2,Home Health,NEW YORK,NY
1215399092,LUCAS WILMORE,NPI-1,Family Medicine,FRANKLIN,TN
1508302233,ACT ON IT HOME CARE INC.,NPI-2,Early Intervention Provider Agency,FLUSHING,NY
1346464781,"LIFE ENRICHMENT ADVANCING PEOPLE, INC.",NPI-2,Case Management,WILTON,ME
1497372908,A PATH OF RESILIENCE - APRBHS - ROSE HOUSE - LLC,NPI-2,"Clinic/Center, Adult Mental Health",PHOENIX,AZ
1285302125,AUTISM COMMUNITY SERVICES INC.,NPI-2,"Residential Treatment Facility, Intellectual and/or Developmental Disabilities",EDISON,NJ
1942638077,TRANSITION II,NPI-2,Case Manager/Care Coordinator,BURLINGTON,VT
1811054307,NORTH DELTA PLANNING & DEVELOPMENT DISTRICT INC,NPI-2,Respite Care,BATESVILLE,MS
1538708987,"JML HOSPICE, INC.",NPI-2,"Hospice Care, Community Based",VAN NUYS,CA
1669258133,HOPE AND HEALING CLINIC LLC,NPI-2,"Clinic/Center, Rehabilitation, Substance Use Disorder",TUMWATER,WA
1073273348,PICKENS COUNTY BOARD OF DISABILITIES AND SPECIAL NEEDS,NPI-2,"Day Training, Developmentally Disabled Services",EASLEY,SC
1740750520,HILLTOP HEALTH SERVICES CORPORATION,NPI-2,"Clinic/Center, Adult Day Care",GRAND JUNCTION,CO
1013463314,BIG HEART,NPI-2,In Home Supportive Care,BROOKLYN,NY
1891290359,RED LION HOME CARE,NPI-2,Home Health,WYNNEWOOD,PA
1164544458,"CATHOLIC CHARITIES, DIOCESE OF TRENTON",NPI-2,Community/Behavioral Health,WESTAMPTON,NJ
1659913739,LAWRENCE RECOVERY LLC,NPI-2,"Clinic/Center, Mental Health (Including Community Mental Health Center)",INDIANAPOLIS,IN
1467019778,FAIRFIELD COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,NPI-2,"Day Training, Developmentally Disabled Services",WINNSBORO,SC
1447584032,"PYRA MED HEALTH SERVICES, LLC",NPI-2,Home Health,LAREDO,TX
1861165813,"20611 EUCLID OPERATING CO., LLC",NPI-2,"Clinic/Center, Rehabilitation, Substance Use Disorder",EUCLID,OH
1821752213,IES ARIZONA PLLC,NPI-2,Emergency Medicine,TUCSON,AZ
1003403221,NEXT STEPS COMMUNITY SERVICES LLC,NPI-2,"Community Based Residential Treatment Facility, Mental Illness",BETHLEHEM,NH
1770668394,"MEDICALODGES, INC.",NPI-2,Case Management,PITTSBURG,KS
1639381312,TARC,NPI-2,"Day Training, Developmentally Disabled Services",HAMMOND,LA
1003038365,MA DEPARTMENT OF YOUTH SERVICES,NPI-2,Public Health or Welfare,BOSTON,MA
A547165000,,,,,
1215989611,FAIRVIEW HOSPITAL,NPI-2,General Acute Care Hospital,CLEVELAND,OH
1144894577,HMH HOSPITALS CORPORATION,NPI-2,General Acute Care Hospital,EDISON,NJ
1518190669,"BEHAVIOR INTERVENTIONS, INC",NPI-2,Behavior Analyst,KING OF PRUSSIA,PA
1023464401,ALFA DEVELOPMENT INC.,NPI-2,In Home Supportive Care,NEWFOUNDLAND,NJ
1720142953,QUINTON RESIDENTIAL LIVING,NPI-2,"Day Training, Developmentally Disabled Services",INDIANAPOLIS,IN
1033157821,UT PHYSICIANS,NPI-2,Emergency Medicine,HOUSTON,TX
1215505508,"NEMOURS CHILDREN'S HEALTH, DOWNTOWN ORLANDO, SPECIALTY CARE",NPI-2,"Clinic/Center, Multi-Specialty",ORLANDO,FL
1346308657,"OPTIONS RESIDENTIAL, INC",NPI-2,Foster Care Agency,ROSEMOUNT,MN
1700816964,MONTACHUSETT HPME CARE CORPORATION,NPI-2,Case Management,LEOMINSTER,MA
1841962289,TRICORE INC.,NPI-2,Clinical Medical Laboratory,ALBUQUERQUE,NM
1700598489,LIGHT CENTER BEHAVIORAL HEALTH LLC,NPI-2,"Clinic/Center, Multi-Specialty",PHOENIX,AZ
1962691147,CRYSTAL HOME CARE LLC,NPI-2,Chore Provider,KANSAS CITY,MO
1154087120,"SPARK DENTAL TN, PLLC",NPI-2,"Dentist, Pediatric Dentistry",SMYRNA,TN
1619595485,REHEMA BEHAVIORAL HEALTH CLINIC LLC,NPI-2,"Clinical Nurse Specialist, Psych/Mental Health",PHOENIX,AZ
1215520747,"SB TRANSITIONAL SUB, LLC",NPI-2,Early Intervention Provider Agency,BROCKTON,MA
1295819605,"HOME HEALTH MANAGEMENT SERVICES, INC.",NPI-2,Home Health,NEW YORK,NY
1558658625,NEXTMARGIN CORPORATION,NPI-2,In Home Supportive Care,QUINCY,MA
1659594802,MASSACHUSETTS COMMISSION FOR THE BLIND,NPI-2,Community/Behavioral Health,BOSTON,MA
1659408987,"PREFERRED HOME HEALTH CARE & NURSING SERVICES, INC.",NPI-2,Home Health,NORTH BRUNSWICK,NJ
1952484990,"BRANCHES, LLC",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",BANGOR,ME
1114375326,"AIDE4U HOMECARE, INC.",NPI-2,Home Health,BROOKLYN,NY
1891561858,"SOUTH CENTRAL MENTAL HEALTH COUNSELING CENTER, INC.",NPI-2,Community/Behavioral Health,EL DORADO,KS
1205988813,COORDINATED FAMILY CARE,NPI-2,Case Management,EDISON,NJ
1346411857,"ALWAYS CARING HEALTH CARE SERVICES, LLC",NPI-2,Home Health,WEST NEW YORK,NJ
1255090593,ENDEAVOR HCBS LLC,NPI-2,"Hospice Care, Community Based",MESA,AZ
1104461235,GUARDIAN HOME CARE INC,NPI-2,Home Health,PHILADELPHIA,PA
1598830895,"REM ARROWHEAD, INC.",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",DULUTH,MN
1689327041,LANDMARK RECOVERY OF COLORADO LLC,NPI-2,Substance Abuse Rehabilitation Facility,AURORA,CO
1346965480,"SIDDHARTH SERVICES, INC.",NPI-2,Foster Care Agency,MANCHESTER,NH
1316169816,MCSHERR INC.,NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",RICHMOND,IN
1790872380,"TREMONT ROAD DENTAL, PC",NPI-2,"Dentist, Endodontics",NEWPORT NEWS,VA
1194479345,FOUNTAINS OF HOPE BEHAVIORAL HEALTH LLC,NPI-2,"Clinic/Center, Mental Health (Including Community Mental Health Center)",TEMPE,AZ
1124226089,SENIORAGE AREA AGENCY ON AGING,NPI-2,Meals,SPRINGFIELD,MO
1376797035,24HR HOMECARE,NPI-2,"Technician, Personal Care Attendant",EL SEGUNDO,CA
1861800047,EASTER SEALS NEW JERSEY,NPI-2,Voluntary or Charitable,JAMESBURG,NJ
1679775456,RESIDENTIAL RESOURCES OF MAINE,NPI-2,Case Management,KEENE,NH
1174588958,"HEALTH MANAGEMENT, INC.",NPI-2,Home Health,WASHINGTON,DC
1346731171,"ARS TREATMENT CENTERS, P.C.",NPI-2,Anesthesiology,UNIONTOWN,PA
1215130497,LIFETIME LIVING INC.,NPI-2,Case Management,SAN ANTONIO,TX
1386241834,LEXINGTON HEALTH INC,NPI-2,General Acute Care Hospital,WEST COLUMBIA,SC
1871274670,SEASIDE TERRACE HOLDINGS CORP,NPI-2,Assisted Living Facility,FOUNTAIN VALLEY,CA
1518560580,"TBI RESIDENTIAL AND COMMUNITY SERVICES, INC.",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",DULUTH,MN
1912521568,"HELIX, INC.",NPI-2,Clinical Medical Laboratory,SAN DIEGO,CA
1922178987,"ACCESSCNY, INC.",NPI-2,Home Health,SYRACUSE,NY
1114664570,ECLIPSE PSYCHIATRY OUTPATIENT TREATMENT CENTER PLLC,NPI-2,Community/Behavioral Health,MESA,AZ
1265669444,LLANO DIALYSIS LLC,NPI-2,"Clinic/Center, End-Stage Renal Disease (ESRD) Treatment",VALLEJO,CA
1679168454,IMANI WELLNESS LLC,NPI-2,"Counselor, Mental Health",COOLIDGE,AZ
1790539435,RUDOLPH COMMUNITY AND CARE LLC,NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",ELKO,MN
1982630489,"BAYADA HOME HEALTH CARE, INC.",NPI-2,Home Health,GASTONIA,NC
1518012301,KAISER FOUNDATION HOSPITALS,NPI-2,General Acute Care Hospital,DOWNEY,CA
1386352599,NATIVE COUNTRY HEALTHCARE SYSTEMS,NPI-2,"Clinic/Center, Adult Mental Health",MESA,AZ
1083781991,COMMONSENSE HOUSING INC,NPI-2,Community/Behavioral Health,EDDINGTON,ME
1982782694,EAST CENTRAL PLANNING & DEVELOPMENT DISTRICT,NPI-2,Case Management,NEWTON,MS
1841376456,GOLDEN TRIANGLE PLANNING & DEVELOPMENT DISTRICT INC,NPI-2,Case Management,STARKVILLE,MS
1912510041,"RWJBH EMERGENCY MEDICINE ASSOCIATES, LLC",NPI-2,"Nurse Practitioner, Primary Care",SOMERSET,NJ
1174739429,"PREPARATORY REHABILITATION FOR INDIVIDUAL DEVELOPMENT & EMPLOYMENT, IN",NPI-2,"Custodial Care Facility, Adult Care Home",TAUNTON,MA
A664526700,,,,,
A945717800,,,,,
1053603456,"HEART2HEART HOMECARE SERVICES, INC.",NPI-2,In Home Supportive Care,NATCHEZ,MS
1982268520,CLARENDON COUNTY DSN BOARD,NPI-2,Early Intervention Provider Agency,MANNING,SC
1427715515,"HEALTH AND LIFE ORGANIZATION, INC.",NPI-2,Pediatrics,SACRAMENTO,CA
1316119506,"ADAPT ST. JOE, INC",NPI-2,Community/Behavioral Health,STURGIS,MI
1679861413,VICTORY HUMAN SERVICES,NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",DORCHESTER CENTER,MA
1093979346,CR & RA INVESTMENTS LLC,NPI-2,Home Health,SUNRISE,FL
1063052579,LANDMARK RECOVERY OF NORFOLK LLC,NPI-2,Substance Abuse Rehabilitation Facility,NORFOLK,VA
1295285609,"CHILDREN'S AID AND FAMILY SERVICES, INC.",NPI-2,In Home Supportive Care,PARAMUS,NJ
1669155362,NAT-SU BEHAVIORAL HEALTH LLC,NPI-2,Clinic/Center,TOOELE,UT
1275198780,NATIONWIDE CHILDREN'S HOSPITAL,NPI-2,Durable Medical Equipment & Medical Supplies,COLUMBUS,OH
1144592908,REGENERATIONS COUNSELING SERVICES INC,NPI-2,Community/Behavioral Health,LANHAM,MD
1649845322,"ALTERNATIVE CHOICE HOME CARE NURSING, LLC",NPI-2,Home Health,AURORA,CO
1508144536,"NORTHEAST HOME HEALTH CARE, LLC",NPI-2,Home Health,KANSAS CITY,MO
1316182843,FAITH AND HOPE IND.,NPI-2,In Home Supportive Care,MONROE,LA
1710597976,"SOUTHEAST MISSOURI AREA AGENCY ON AGING, INC.",NPI-2,Home Delivered Meals,CAPE GIRARDEAU,MO
1417495755,CORNERSTONE HOME CARE SERVICES INC.,NPI-2,Home Health,HICKSVILLE,NY
1629080254,D & D SERVICES INC,NPI-2,Home Health,TULSA,OK
1891320685,ULTRACARE SERVICES LLC,NPI-2,Respite Care,INGLEWOOD,CA
1548474091,"MARC COMMUNITY RESOURCES, INC",NPI-2,Preferred Provider Organization,MESA,AZ
1205426053,SYCAMORE INTEGRATED HEALTH LLC,NPI-2,Clinic/Center,MESA,AZ
1740672732,LASANTE HEALTH CENTER INC,NPI-2,"Clinic/Center, Community Health",BROOKLYN,NY
1184379778,CL LABS INC.,NPI-2,Clinical Medical Laboratory,CHICAGO,IL
1154479822,"COMMUNITY CARE HEALTH PLAN, INC",NPI-2,PACE Provider Organization,BROOKFIELD,WI
A308658500,,,,,
1164400131,LEHIGH VALLEY HOSPITAL,NPI-2,Psychiatric Unit,ALLENTOWN,PA
1497217376,NEIGHBORHOOD NETWORK INC.,NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",LENEXA,KS
1598412843,"FOUR COUNTY MENTAL HEALTH CENTER, INC.",NPI-2,Community/Behavioral Health,INDEPENDENCE,KS
1629841788,FASTMED P.C.,NPI-2,General Practice,DURHAM,NC
1689887721,"BIENVILLE HOLDINGS, LTD",NPI-2,Home Health,TYLER,TX
1558573550,"APC HOME HEALTH SERVICE, INC",NPI-2,Respite Care,EL PASO,TX
1619639523,"PINNACLE TREATMENT CENTERS IN-I, LLC",NPI-2,"Clinic/Center, Rehabilitation, Substance Use Disorder",MARTINSVILLE,IN
1689324907,JOHNSON COUNTY MENTAL HEALTH CENTER,NPI-2,Community/Behavioral Health,MISSION,KS
1952355521,"CONTINUUM, LLC",NPI-2,Durable Medical Equipment & Medical Supplies,PHILADELPHIA,PA
