npi,provider_name,entity_type,taxonomy_description,city,state
1538731500,GOING THE EXTRA MILE LLC,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),PHOENIX,AZ
1548266547,BALTIMORE MEDICAL SYSTEM INC,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),BALTIMORE,MD
1548298532,LOS ANGELES LGBT CENTER,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),LOS ANGELES,CA
1548307713,CAMDEN COUNTY SENATE BILL 40 BOARD,NPI-2,Case Management,CAMDENTON,MO
1548487457,A-1 ABSOLUTE BEST CARE,NPI-2,Day Training  Developmentally Disabled Services,GRETNA,LA
1548496706,PARTNERS IN RECOVERY  LLC,NPI-2,Community/Behavioral Health,MESA,AZ
1548505290,1ST CARE OF NEW MEXICO LLC,NPI-2,In Home Supportive Care,ALBUQUERQUE,NM
1548538911,COMMUNITY HEALTH SYSTEMS  INC.,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),RIVERSIDE,CA
1548621543,NV ST DV MH/DS RURAL REGIONAL CENTER,NPI-2,Respite Care,SPARKS,NV
1548760689,NEIGHBORLY HOME CARE,NPI-2,In Home Supportive Care,WILMINGTON,DE
1548771736,USA BIOSCIENCES LLC,NPI-2,Clinical Medical Laboratory,TORRANCE,CA
1558302570,LEE MEMORIAL HEALTH SYSTEM,NPI-2,General Acute Care Hospital,FT MYERS,FL
1558405134,VITAS HEALTHCARE CORPORATION OF CALIFORNIA,NPI-2,Hospice Care  Community Based,SACRAMENTO,CA
1558410233,LINDLEY HABILITATION SERVICES INC,NPI-2,Community/Behavioral Health,GREENSBORO,NC
1558416701,EGLESTON CHILDREN'S HOSPITAL AT EMORY UNIVERSITY  INC.,NPI-2,Pediatrics  Pediatric Emergency Medicine,ATLANTA,GA
1558520841,CORECARE BEHAVIORAL HEALTH MANAGEMENT  INC.,NPI-2,Substance Abuse Rehabilitation Facility,PHILADELPHIA,PA
1558672279,NATERA  INC.,NPI-2,Clinical Medical Laboratory,SAN CARLOS,CA
1558756296,EXCEL COPMANION CARE INC,NPI-2,Home Health,WARMINSTER,PA
1558799684,FOUR WINDS BEHAVIORAL HEALTH  INC.,NPI-2,Substance Abuse Rehabilitation Facility,RIO RANCHO,NM
1558902916,SERENITY SOBER LIVVING  LLC,NPI-2,Substance Abuse Rehabilitation Facility,MONROE,LA
1568039329,USRC KO'OLAU LLC,NPI-2,Clinic/Center  End-Stage Renal Disease (ESRD) Treatment,KANEOHE,HI
1568061232,COMMUNITY CONNECTIONS  INC.,NPI-2,Community/Behavioral Health,KETCHIKAN,AK
1568100865,HOPE LIGHT CARE RECOVERY CENTER LLC,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),PHOENIX,AZ
1568455053,GREENVILLE RANCHERIA,NPI-2,Clinic/Center  Community Health,RED BLUFF,CA
1568470599,DEBORAH L CURLEE COMMUNICATION CONSULTANTS INC,NPI-2,Speech-Language Pathologist   ,KNOXVILLE,TN
1568472769,ROCHESTER INDEPENDENT SCHOOL DISTRICT NO. 535,NPI-2,Local Education Agency (LEA),ROCHESTER,MN
1568525640,KEYSTONE SERVICE SYSTEMS  INC.,NPI-2,Psychologist  Intellectual & Developmental Disabilities,NEWARK,DE
1568540763,CONTRA COSTA COUNTY,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),PITTSBURG,CA
1568633923,ADVANTAGE HOME HEALTH CARE SERVICES LLC,NPI-2,Home Health,HYANNIS,MA
1568682797,THE ASHLEY HOUSE,NPI-2,Nursing Care,FEDERAL WAY,WA
1568799658,MIRACLE KIDS SUCCESS ACADEMY  INC.,NPI-2,Clinic/Center  Rehabilitation,JONESBORO,AR
1568910677,TRADITION CHOICE,NPI-2,Home Health,BROOKLYN,NY
1578130597,USRC ALOHA LLC,NPI-2,Clinic/Center  End-Stage Renal Disease (ESRD) Treatment,HONOLULU,HI
1578520508,THE ELIZABETH RICHARDSON CTR.,NPI-2,Day Training  Developmentally Disabled Services,SPRINGDALE,AR
1578554630,SUNY HEALTH SCIENCE CENTER AT SYRACUSE,NPI-2,General Acute Care Hospital,SYRACUSE,NY
1578620449,SOUTHERN BAPTIST HOSPITAL OF FLORIDA INC,NPI-2,General Acute Care Hospital,JACKSONVILLE,FL
1578627485,NYS OFFICE OF MENTAL HEALTH,NPI-2,Clinic/Center  Adult Mental Health,WEST BRENTWOOD,NY
1578640298,VILLA OF HOPE,NPI-2,Voluntary or Charitable,ROCHESTER,NY
1578683694,MYSTIC VALLEY ELDER SERVICES  INC.,NPI-2,Case Management,MALDEN,MA
1578687307,CHILDREN'S THERAPY CENTER OF PETTIS COUNTY  INC,NPI-2,Day Training  Developmentally Disabled Services,SEDALIA,MO
1578778726,YALE NEW HAVEN HOSPITAL,NPI-2,General Acute Care Hospital,NEW HAVEN,CT
1578869285,HCDC PROFESSIONALS PLLC,NPI-2,Dentist  General Practice,HOUSTON,TX
1578989703,CENTRAL VALLEY SPECIALTY HOSPITAL INC,NPI-2,General Acute Care Hospital,MODESTO,CA
1588063176,NICKLAUS CHILDREN'S PEDIATRIC SPECIALISTS  LLC,NPI-2,Pediatrics  Pediatric Emergency Medicine,MIAMI,FL
1588157424,BHPN  LLC,NPI-2,Case Management,WALNUT CREEK,CA
1588259972,ACCESSIBLE SPACE INC.,NPI-2,Residential Treatment Facility  Intellectual and/or Developmental Disabilities,LAS VEGAS,NV
1588276885,INFINITY BIOLOGIX LLC,NPI-2,Clinical Medical Laboratory,PISCATAWAY,NJ
1588376297,INTEGRATED BEHAVIORAL CARE & WELLNESS CENTER LLC,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),MESA,AZ
1588611842,INTERBOROUGH DEVELOPMENTAL AND CONSULTATION CENTER  INC.,NPI-2,Case Management,BROOKLYN,NY
1588691448,CENTERWELL CERTIFIED HEALTHCARE CORP.,NPI-2,Home Health,STRATFORD,CT
1588706022,DEVELOPMENTAL SERVICES OF DICKSON COUNTY  INC.,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,DICKSON,TN
1588708648,SUNRISE COMMUNITY  INC.,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,MIAMI,FL
1588712020,GENETIC DISEASE SCREENING PROGRAM  STATE OF CA,NPI-2,Clinical Medical Laboratory,RICHMOND,CA
1588747059,NORTHWEST INDIAN TREATMENT CENTER,NPI-2,Substance Abuse Rehabilitation Facility,ELMA,WA
1588754519,INSIGHT  INC.,NPI-2,Residential Treatment Facility  Intellectual and/or Developmental Disabilities,WOODBRIDGE,VA
1588785463,GOODWILL INDUSTRIES OF NORTHERN NEW ENGLAND,NPI-2,Clinic/Center  Rehabilitation  Comprehensive Outpatient Rehabilitation Facility (CORF),PORTLAND,ME
1588820922,JESSICA MARN  DDS  DENTAL OUTREACH PLLC,NPI-2,Dentist,TOLEDO,OH
1588823900,SOUTH CAROLINA MENTOR  INC.,NPI-2,Community Based Residential Treatment Facility  Mental Illness,COLUMBIA,SC
1588903322,SMOKY MOUNTAIN CENTER FOR MH/DD/SAS,NPI-2,Health Maintenance Organization,SYLVA,NC
1588937486,NATIONAL MENTOR HEALTHCARE  LLC,NPI-2,Psychologist  Intellectual & Developmental Disabilities,MILLSBORO,DE
1598043747,OMNI VISIONS  INC.,NPI-2,Foster Care Agency,NASHVILLE,TN
1598196719,KWENYAN AND ASSOCIATES,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),EWING,NJ
1598201618,COLORADO SPRINGS INDEPENDENCE CENTER,NPI-2,Home Health,COLORADO SPRINGS,CO
1598712879,OMEGA DIAGNOSTICS  LLC,NPI-2,Clinical Medical Laboratory,SAINT FRANCISVILLE,LA
1598824856,DAVIDSON HOMES  INC.,NPI-2,Community/Behavioral Health,SWANNANOA,NC
1598881575,BLUEGRASS AREA DEVELOPMENT DISTRICT,NPI-2,Case Management,LEXINGTON,KY
1598898603,BROADSTEP ACADEMY-NEW JERSEY  INC.,NPI-2,Residential Treatment Facility  Intellectual and/or Developmental Disabilities,SPARTA,NJ
1609099910,DEPARTMENT OF DEVELOPMENTAL SERVICES,NPI-2,Case Management,FITCHBURG,MA
1609129402,PREMIUM HEALTH  INC.,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),BROOKLYN,NY
1609291996,CLINICAS DEL CAMINO REAL  INC,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),SIMI VALLEY,CA
1609326727,TCM QUALITY SERVICES INC,NPI-2,Case Management,CAPE CORAL,FL
1609360577,DIALYSIS CLINIC INC,NPI-2,Clinic/Center  End-Stage Renal Disease (ESRD) Treatment,JACKSONVILLE,FL
1609363670,THE NEW YORK PROTON CENTER,NPI-2,Clinic/Center  Oncology  Radiation,NEW YORK,NY
1609438027,DESERT TRANS LLC,NPI-2,Non-emergency Medical Transport (VAN),ALBUQUERQUE,NM
1609842301,HOME HEALTH CONNECTION  INC.,NPI-2,Home Health,BETHESDA,MD
1609848811,THE MENTAL HEALTH CENTER OF GREATER MANCHESTER,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),MANCHESTER,NH
1609854116,EASTER SEALS TENNESSEE,NPI-2,Community/Behavioral Health,BRENTWOOD,TN
1609892280,HELIO HEALTH  INC.,NPI-2,Substance Abuse Rehabilitation Facility,SYRACUSE,NY
1609923622,NEW VITAE  INC.,NPI-2,Community/Behavioral Health,QUAKERTOWN,PA
1609923853,COMMUNITY INVOLVEMENT PROGRAMS,NPI-2,Day Training  Developmentally Disabled Services,MINNEAPOLIS,MN
1609947845,GOOD NEIGHBOR ASSISTED LIVING SERVICES INC,NPI-2,Home Health,GOODYEAR,AZ
1609953066,PEDS TO GO INC,NPI-2,Registered Nurse  Infusion Therapy,ORLANDO,FL
1609997311,KID SUCCESS  INC.,NPI-2,Clinic/Center  Rehabilitation,CONWAY,AR
1619007630,AGESPAN  INC.,NPI-2,Case Management,LAWRENCE,MA
1619009123,COUNTY OF MONTEREY BEHAVIORAL HEALTH,NPI-2,Clinic/Center  Adolescent and Children Mental Health,SALINAS,CA
1619020856,BAY HUMAN SERVICES INC,NPI-2,Community Based Residential Treatment Facility  Mental Illness,STANDISH,MI
1619023488,LINK ASSOCIATES,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,WEST DES MOINES,IA
1619051810,SHRIVER NURSING SERVICES  INC,NPI-2,Nursing Care,WESTBOROUGH,MA
1619148277,NFI NORTH  INC,NPI-2,Voluntary or Charitable,CONTOOCOOK,NH
1619171923,BECKET ACADEMY INC.,NPI-2,Residential Treatment Facility  Emotionally Disturbed Children,BELGRADE,ME
1619255841,EASTER SEALS SOUTHERN CALIFORNIA  INC,NPI-2,Behavior Analyst,IRVINE,CA
1619341716,NYU LANGONE HOSPITALS,NPI-2,General Acute Care Hospital,BROOKLYN,NY
1619368842,COMMUNITY CARE HEALTH NETWORK LLC,NPI-2,Nurse Practitioner,NASHVILLE,TN
1619400058,SPECIALTY HOME CARE LLC,NPI-2,Respite Care,WASHINGTON,DC
1619683687,FAMILY BOND TREATMENT CENTER LLC,NPI-2,Community/Behavioral Health,PHOENIX,AZ
1619908985,PEDIATRIC SERVICES OF AMERICA  LLC,NPI-2,Nursing Care,BROCKTON,MA
1619923604,EGAN HEALTHCARE CORPORATION,NPI-2,Home Health,LA PLACE,LA
1619969458,SUN RIVER HEALTH INC.,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),PEEKSKILL,NY
1629079009,NORTHEAST VALLEY HEALTH CORPORATION,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),VAN NUYS,CA
1629134663,GREEN RIVER REGIONAL MENTAL HEALTH/MENTAL RETARDATION BOARD  INC.,NPI-2,Clinic/Center  Developmental Disabilities,OWENSBORO,KY
1629138995,COUNTY OF OUTAGAMIE,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),APPLETON,WI
1629249826,ABILITY CARE PARTNERS INCORPORATED,NPI-2,Home Health,CRYSTAL,MN
1629283197,ALTAMED HEALTH SERVICES CORP.,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),LOS ANGELES,CA
1629370713,OFFICE OF THE STATE SUPERINTENDENT OF EDUCATION,NPI-2,Bus,WASHINGTON,DC
1629407069,EXACT SCIENCES LABORATORIES  LLC,NPI-2,Clinical Medical Laboratory,MADISON,WI
1629560198,TRAUMA AND RECOVERY CENTERS,NPI-2,Counselor  Mental Health,SILVER CITY,NM
1629720081,AVENUES RECOVERY CENTER AT COVINGTON,NPI-2,Substance Abuse Rehabilitation Facility,COVINGTON,LA
1629780432,ADONAI OUTPATIENT TREATMENT CENTER LLC.,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),PHOENIX,AZ
1639102882,SOUTHCENTRAL FOUNDATION,NPI-2,Community Based Residential Treatment Facility  Mental Illness,ANCHORAGE,AK
1639134463,MAXIM HEALTHCARE SERVICES  INC.,NPI-2,Home Health,COLUMBUS,OH
1639138480,SALTZMAN  TANIS  PITTELL  LEVIN AND JACOBSON,NPI-2,Pediatrics,HOLLYWOOD,FL
1639176522,VISITING NURSE GROUP  INC,NPI-2,Home Health,PHILADELPHIA,PA
1639204316,RHA HEALTH SERVICES NC  LLC,NPI-2,Day Training  Developmentally Disabled Services,ASHEVILLE,NC
1639240971,DEPAUL COMMUNITY RESOURCES,NPI-2,Foster Care Agency,ROANOKE,VA
1639287667,COMMUNITY INTERVENTION ASSOCIATES,NPI-2,Community/Behavioral Health,YUMA,AZ
1639476617,MENTOR ABI,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,CHARLESTOWN,RI
1639681463,INSPIRED BEHAVIORAL HEALTH  INC.,NPI-2,Community Based Residential Treatment Facility  Mental Illness,RAYMONDVILLE,TX
1649280140,BUILDING BRIDGES DEVELOPMENTAL AND COMMUNITY SERVICES,NPI-2,Clinic/Center  Developmental Disabilities,LONOKE,AR
1649293028,COMMUNITY HEALTHLINK INC,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),WORCESTER,MA
1649307398,SUNSHINE SCHOOL & DEVELOPMENT CENTER,NPI-2,Day Training  Developmentally Disabled Services,ROGERS,AR
1649363342,AMERICARE  INC.,NPI-2,Home Health,BROOKLYN,NY
1649391756,ST. FRANCIS AREA DEVELOPMENTAL CENTER,NPI-2,Day Training  Developmentally Disabled Services,FORREST CITY,AR
1649396078,WESTERN KY REGIONAL MHMR BOARD INC,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),PADUCAH,KY
1649495110,WAYPOINT MAINE  INC.,NPI-2,Case Management,SANFORD,ME
1649681362,PATRIOT HOME CARE  INC,NPI-2,Home Health,PHILADELPHIA,PA
1649937236,TANGELO - INTEND  INC.,NPI-2,Medical Foods Supplier,BIRMINGHAM,MI
1659315430,COUNTY OF SANTA CRUZ,NPI-2,Clinic/Center,SANTA CRUZ,CA
1659330686,HELEN ROSS MCNABB CENTER,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),KNOXVILLE,TN
1659347623,CHOCTAW NATION OF OKLAHOMA,NPI-2,General Acute Care Hospital  Rural,TALIHINA,OK
1659402303,ALAMEDA COUNTY BEHAVIORAL HEALTH CARE,NPI-2,Community/Behavioral Health,OAKLAND,CA
1659406296,VERMONT DEPARTMENT OF MENTAL HEALTH,NPI-2,Clinic/Center  Adult Mental Health,BURLINGTON,VT
1659601979,NORTHEAST PENNSYLVANIA CENTER FOR INDEPENDENT LIVING,NPI-2,Supports Brokerage,SCRANTON,PA
1659629301,AT HOME CARE ST. LOUIS CDS,NPI-2,In Home Supportive Care,BRIDGETON,MO
1659769446,BRIGHTVIEW  LLC,NPI-2,Internal Medicine  Addiction Medicine,CINCINNATI,OH
1659913978,CARSON CITY COMMUNITY COUNSELING CENTER,NPI-2,Community/Behavioral Health,CARSON CITY,NV
1659961639,NEW DIRECTION BEHAVIORAL HEALTH,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),PHOENIX,AZ
1669017653,BEHAVIORAL HEALTH NETWORK  INC,NPI-2,Clinic/Center  Methadone Clinic,SPRINGFIELD,MA
1669065892,VDA COMMUNITY CENTER CORP,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),MIAMI,FL
1669431524,NORTH RANGE BEHAVIORAL HEALTH,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),GREELEY,CO
1669462420,ST JOSEPHS UNIVERSITY MEDICAL CENTER INC.,NPI-2,General Acute Care Hospital,PATERSON,NJ
1669508537,NORTHWEST INDIAN TREATMENT CENTER,NPI-2,Clinic/Center,SHELTON,WA
1669557989,HERITAGE HOUSE OF VIRGINIA  INC.,NPI-2,Residential Treatment Facility  Intellectual and/or Developmental Disabilities,STAFFORD,VA
1669566576,STATE OF OKLAHOMA DEPT. OF HUMAN SERVICES,NPI-2,Community/Behavioral Health,OKLAHOMA CITY,OK
1669612651,CHESAPEAKE REHAB EQUIPMENT INC,NPI-2,Durable Medical Equipment & Medical Supplies  Customized Equipment,ASHLAND,VA
1669878914,HAMASPIK OF ORANGE COUNTY,NPI-2,Voluntary or Charitable,MONROE,NY
1669982237,WELLSPACE HEALTH,NPI-2,Clinic/Center  Dental,GALT,CA
1669988929,CARE CONNECT CDPAP INC,NPI-2,Home Health,BROOKLYN,NY
1679236756,CINQ-NY HEALTH HOME IPA  LLC,NPI-2,Clinic/Center  Multi-Specialty,BUFFALO,NY
1679279046,FISHING POINT HEALTH CARE LLC,NPI-2,General Practice,PORTSMOUTH,VA
1679504864,KENNEBEC VALLEY MENTAL HEALTH CENTER,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),WATERVILLE,ME
1679525919,THE CLEVELAND CLINIC FOUNDATION,NPI-2,General Acute Care Hospital,CLEVELAND,OH
1679560502,GOLD CROSS SERVICES  INC.,NPI-2,Ambulance  Land Transport,SALT LAKE CITY,UT
1679570113,NORTHEAST ARC INC,NPI-2,Home Health,DANVERS,MA
1679570980,LOS ANGELES UNIFIED SCHOOL DISTRICT,NPI-2,Social Worker  School,LOS ANGELES,CA
1679573083,BLYTHEDALE CHILDREN'S HOSPITAL,NPI-2,Rehabilitation Hospital  Children,VALHALLA,NY
1679602502,COMMONWEALTH OF MASSACHUSETTS,NPI-2,Case Management,WAKEFIELD,MA
1679743496,INDEPENDENT LIVING INC,NPI-2,Home Health,BATON ROUGE,LA
1679970891,NORTH SHORE LIJ  URGENT CARE  P.C.,NPI-2,Clinic/Center  Urgent Care,ROCKVILLE CENTRE,NY
1689048340,LOREN COOKE,NPI-1,Non-emergency Medical Transport (VAN),FT WINGATE,NM
1689067563,GARDEN STATE REHAB SERVICES,NPI-2,Clinic/Center  Rehabilitation,ELMWOOD PARK,NJ
1689226599,MEDLIGHT HOSPICE INC.,NPI-2,Hospice Care  Community Based,ENCINO,CA
1689375230,FULL CIRCLE HEALTH NETWORK,NPI-2,Supports Brokerage,SACRAMENTO,CA
1689606196,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,NPI-2,Health Maintenance Organization,FONTANA,CA
1689608150,UNIVERSITY OF CALIFORNIA IRVINE,NPI-2,General Acute Care Hospital,ORANGE,CA
1689621468,BEHAVIORAL HEALTH SERVICES NORTH  INC.,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),MORRISONVILLE,NY
1689682932,TEXAS HOME HEALTH OF AMERICA  L.P.,NPI-2,Home Health,DALLAS,TX
1689742439,MOSAIC,NPI-2,Community Based Residential Treatment Facility  Mental Illness,NEWARK,DE
1689747552,UNM HOSPITAL,NPI-2,General Acute Care Hospital,ALBUQUERQUE,NM
1689769911,DIGNITY HEALTH,NPI-2,General Acute Care Hospital,SAN BERNARDINO,CA
1689811465,LIVING INNOVATIONS SUPPORT SERVICES LLC,NPI-2,Day Training  Developmentally Disabled Services,CASCO,ME
1689827321,PROVIDENCE HEALTH & SERVICES - WASHINGTON,NPI-2,Hospice Care  Community Based,SEATTLE,WA
1689894701,HELPING HANDS OF NEW ORLEANS,NPI-2,Home Health,KENNER,LA
1689950248,SAN JOSE FOOTHILL FAMILY COMMUNITY CLINIC  INC.,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),SAN JOSE,CA
1699088070,GREENVILLE COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,GREENVILLE,SC
1699135939,PETTIS COUNTY BOARD OF SERVICES FOR THE DEVELOPMENTALLY DISABLED,NPI-2,Case Management,SEDALIA,MO
1699167585,RAINBOW CHILDREN'S MEDICAL DAY CARE LLC,NPI-2,Clinic/Center  Medically Fragile Infants and Children Day Care,MERCERVILLE,NJ
1699280768,KEYSTONE COMMUNITY RESOURCES  INC.,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,PHILLIPSBURG,NJ
1699356683,TULALIP TRIBES OF WASHINGTON QUIL CEDA CREEK COUNSELING,NPI-2,Clinic/Center  Methadone Clinic,TULALIP,WA
1699700971,HARBINDER BRAR,NPI-1,Obstetrics & Gynecology  Maternal & Fetal Medicine,RIVERSIDE,CA
1699812404,GREATER UNITY ADULT SERVICES,NPI-2,Clinic/Center  Adult Day Care,NORTH CHESTERFIELD,VA
1699828970,ALABAMA DEPARTMENT OF MENTAL HEALTH AND MENTAL RETARDATION,NPI-2,Community/Behavioral Health,MONTGOMERY,AL
1699896316,REM COMMUNITY OPTIONS  INC.,NPI-2,Community/Behavioral Health,BENWOOD,WV
1699986034,PACIFIC HEALTH SERVICES  INC.,NPI-2,Home Health,LOS ANGELES,CA
1699986687,KENAITZE INDIAN TRIBE,NPI-2,Community/Behavioral Health,KENAI,AK
1700037900,STAR HOME HEALTH SERVICES INC,NPI-2,Home Health,CHICAGO,IL
1700090834,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC HEALTH,NPI-2,Public Health or Welfare,ALHAMBRA,CA
1700120888,HAMASPIK OF KINGS COUNTY  INC.,NPI-2,Case Management,BROOKLYN,NY
1700172392,EXTENDED FAMILY CARE LLC,NPI-2,Community/Behavioral Health,MANCHESTER,TN
1700210200,COUNTY OF KERN,NPI-2,Psychiatric Hospital,BAKERSFIELD,CA
1700280971,PREMIER BIOTECH LABS  LLC,NPI-2,Clinical Medical Laboratory,MINNEAPOLIS,MN
1700553856,SOUTHERN BAPTIST HOSPITAL OF FLORIDA  INC,NPI-2,General Acute Care Hospital  Children,JACKSONVILLE,FL
1700803392,NASSAU HEALTH CARE CORPORATION,NPI-2,Clinic/Center  End-Stage Renal Disease (ESRD) Treatment,UNIONDALE,NY
1700828852,THE METROHEALTH SYSTEM,NPI-2,General Acute Care Hospital,CLEVELAND,OH
1700925351,MULTICARE HEALTH SYSTEM,NPI-2,Community/Behavioral Health,PUYALLUP,WA
1700947298,GATEWAYS COMMUNITY SERVICES,NPI-2,Early Intervention Provider Agency,NASHUA,NH
1700955028,NORTHERN HUMAN SERVICES,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),CONWAY,NH
1700961646,CHRYSALIS CENTER  LLC,NPI-2,Community/Behavioral Health,FORT LAUDERDALE,FL
1710008628,ST. JOHN'S COMMUNITY SERVICES,NPI-2,Point of Service,BARTLETT,TN
1710045364,THE HOME FOR LITTLE WANDERERS,NPI-2,Clinic/Center  Adolescent and Children Mental Health,ROSLINDALE,MA
1710116116,KAISER FOUNDATION HOSPITALS,NPI-2,General Acute Care Hospital,VACAVILLE,CA
1710312368,CONNECTICUT ADDICTION MEDICINE  LLC,NPI-2,Psychiatry & Neurology  Addiction Psychiatry,ROCKY HILL,CT
1710322094,FIRST STEP ARKANSAS  LLC,NPI-2,Clinic/Center  Developmental Disabilities,PARAGOULD,AR
1710332184,CARE ADVANTAGE  INC,NPI-2,Home Health,NORTH CHESTERFIELD,VA
1710554571,USRC PEARLRIDGE  LLC,NPI-2,Clinic/Center  End-Stage Renal Disease (ESRD) Treatment,AIEA,HI
1710901939,WASHINGTON COUNTY MENTAL HEALTH SERVICES  INC.,NPI-2,Clinic/Center  Developmental Disabilities,BARRE,VT
1720010549,ADAPT,NPI-2,Counselor  Addiction (Substance Use Disorder),ROSEBURG,OR
1720011810,BANNER DESERT MEDICAL CENTER,NPI-2,General Acute Care Hospital,MESA,AZ
1720049190,RISE  INC,NPI-2,Voluntary or Charitable,BOISE,ID
1720075104,MERCY LIFE CENTER CORPORATION,NPI-2,Public Health or Welfare,PITTSBURGH,PA
1720121106,BANCROFT  A NEW JERSEY NONPROFIT CORPORATION,NPI-2,Clinic/Center  Rehabilitation,CHERRY HILL,NJ
1720125115,NORTH METRO COMMUNITY SERVICES  INC.,NPI-2,Day Training  Developmentally Disabled Services,WESTMINSTER,CO
1720145378,ACUMEN FISCAL AGENT LLC,NPI-2,Community/Behavioral Health,MESA,AZ
1720271836,PSI SERVICES III  INC,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),WASHINGTON,DC
1720281264,MOUNT PROSPECT ACADEMY  INC.,NPI-2,Residential Treatment Facility  Emotionally Disturbed Children,PLYMOUTH,NH
1720480627,CHILDREN'S HEALTH SYSTEM OF TEXAS,NPI-2,General Acute Care Hospital  Children,PLANO,TX
1720489453,NEO NATAL ASSOCIATES PLC,NPI-2,Pediatrics  Neonatal-Perinatal Medicine,GRAND RAPIDS,MI
1720560030,MOSAIC SENIOR SERVICES  INC,NPI-2,In Home Supportive Care,TUCSON,AZ
1720638208,DEL DIOS CARE  LLC,NPI-2,Assisted Living Facility,ESCONDIDO,CA
1720716608,MOTHERLAND COUNSELING  LLC,NPI-2,Community/Behavioral Health,PHOENIX,AZ
1730132234,MEMORIAL HERMANN HEALTH SYSTEM,NPI-2,General Acute Care Hospital,HOUSTON,TX
1730136201,COMPASS HEALTH,NPI-2,Community/Behavioral Health,EVERETT,WA
1730178864,PINNACLE REGIONAL HOSPITAL  LLC,NPI-2,General Acute Care Hospital,BOONVILLE,MO
1730205675,RENAISSANCE COMMUNITY HOMES,NPI-2,Community Based Residential Treatment Facility  Mental Illness,ADRIAN,MI
1730218868,COUNSELING SERVICE OF ADDISON COUNTY,NPI-2,Clinic/Center  Developmental Disabilities,MIDDLEBURY,VT
1730219353,DERMOTT DAY SERVICE CENTER  INC.,NPI-2,Day Training  Developmentally Disabled Services,DERMOTT,AR
1730244294,BESTCARE  INC,NPI-2,Home Health,LEVITTOWN,NY
1730302829,DEPARTMENT OF DEVELOPMENTAL SERVICES,NPI-2,Case Management,NORTHAMPTON,MA
1730350430,HOPE ENTERPRISES  INC.,NPI-2,Voluntary or Charitable,WILLIAMSPORT,PA
1730366824,HEALTH CONNECT AMERICA  INC,NPI-2,Community/Behavioral Health,FRANKLIN,TN
1730369760,HUMAN CARE SERVICES FOR FAMILIES AND CHILDREN INC,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,BROOKLYN,NY
1730391368,FAMILY & CHILDREN'S SERVICES  INC,NPI-2,Community/Behavioral Health,TULSA,OK
1730431933,THE CENTER FOR FAMILY SUPPORT  NEW JERSEY  INC.,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,PARAMUS,NJ
1730438706,HUMAN CARE LLC,NPI-2,Home Health,BROOKLYN,NY
1730451071,COORDINATED BEHAVIORAL CARE  INC,NPI-2,Case Management,NEW YORK,NY
1730491945,CITY MEDICAL OF UPPER EAST SIDE  PLLC,NPI-2,Clinic/Center  Urgent Care,NEW YORK,NY
1730527540,KIDS UNLIMITED LEARNING ACADEMY,NPI-2,Clinic/Center  Rehabilitation,SEARCY,AR
1730615717,INNOVATIVE LIFESTYLES  INC,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,WATERFORD,MI
